id,key,value,type
4454744687,operator,Yarra Trams,regular
4454744687,public_transport,platform,regular
4454744687,ref,37,regular
4454744687,route_ref,57,regular
4454744687,tram,yes,regular
4457663105,name,Stop 22: Boundary Road,regular
4457663105,network,PTV - Metropolitan Trams,regular
4457663105,operator,Yarra Trams,regular
4457663105,public_transport,platform,regular
4457663105,ref,22,regular
4457663105,route_ref,57,regular
4457663105,tram,yes,regular
4460254017,name,Stop 10: Chetwynd Street,regular
4460254017,network,PTV - Metropolitan Trams,regular
4460254017,operator,Yarra Trams,regular
4460254017,public_transport,platform,regular
4460254017,ref,10,regular
4460254017,route_ref,57,regular
4460254017,tram,yes,regular
4466277335,housenumber,490,addr
4466277335,street,Toorak Road,addr
4466277335,building,yes,regular
4480814892,amenity,cafe,regular
4480814892,name,Proving Grounds,regular
4480814892,en,Proving Grounds,name
4511498369,city,Melbourne,addr
4511498369,housenumber,380,addr
4511498369,postcode,3000,addr
4511498369,street,Russell Street,addr
4511498369,internet_access,wlan,regular
4511498369,fee,yes,internet_access
4511498369,name,Space Hotel,regular
4511498369,phone,+96623888,regular
4511498369,stars,3,regular
4511498369,tourism,hotel,regular
4511498369,website,https://www.spacehotel.com.au,regular
4520380568,bus,yes,regular
4520380568,name,Royal Park Station,regular
4520380568,network,PTV - Metropolitan Buses,regular
4520380568,operator,Dysons,regular
4520380568,public_transport,stop_position,regular
4520380618,bus,yes,regular
4520380618,name,Melville Road,regular
4520380618,network,PTV - Metropolitan Buses,regular
4520380618,operator,Moonee Valley,regular
4520380618,public_transport,stop_position,regular
4533385721,housenumber,582,addr
4533385721,street,Swan Street,addr
4533385721,building,yes,regular
4561248557,barrier,gate,regular
4564648821,housenumber,10 - 12,addr
4564648821,street,Cecil Street,addr
4564648821,building,yes,regular
4580559890,name,East Brunswick Tattoo,regular
4580559890,en,East Brunswick Tattoo,name
4580559890,tourism,artwork,regular
4603481587,highway,stop,regular
4630856477,city,North Melbourne,addr
4630856477,housenumber,45,addr
4630856477,postcode,3051,addr
4630856477,street,Silk Place,addr
4630859856,natural,tree,regular
4631371924,city,West Melbourne,addr
4631371924,housenumber,1,addr
4631371924,postcode,3003,addr
4631371924,street,Miller Street,addr
4633550155,city,West Melbourne,addr
4633550155,housenumber,43,addr
4633550155,postcode,3003,addr
4633550155,street,Miller Street,addr
4633550205,city,West Melbourne,addr
4633550205,housenumber,588,addr
4633550205,postcode,3003,addr
4633550205,street,Spencer Street,addr
4633712348,city,West Melbourne,addr
4633712348,housenumber,13,addr
4633712348,postcode,3003,addr
4633712348,street,Stawell Street,addr
4633712348,amenity,cafe,regular
4633712348,name,Roller Door Cafe,regular
4633712348,opening_hours,Mo-We 07:00-15:00; Th-Fr 07:00-22:00; Sa 08:00-22:00; Su 09:00-16:00,regular
4633712348,website,http://www.rollerdoorcafe.com,regular
4633732421,city,West Melbourne,addr
4633732421,housenumber,250,addr
4633732421,postcode,3003,addr
4633732421,street,Adderley Street,addr
4633732421,name,Nosila,regular
4633752860,city,West Melbourne,addr
4633752860,housenumber,78,addr
4633752860,postcode,3003,addr
4633752860,street,Railway Place,addr
4633770187,city,West Melbourne,addr
4633770187,housenumber,609,addr
4633770187,postcode,3003,addr
4633770187,street,Spencer Street,addr
4637139132,city,West Melbourne,addr
4637139132,housenumber,176,addr
4637139132,postcode,3003,addr
4637139132,street,Stanley Street,addr
4650584781,city,West Melbourne,addr
4650584781,housenumber,200,addr
4650584781,postcode,3003,addr
4650584781,street,Stanley Street,addr
4671692590,amenity,pub,regular
4671692590,name,Father's Office,regular
4671692590,en,Father's Office,name
4682792783,housenumber,245 - 247,addr
4682792783,street,Lygon Street,addr
4682792783,building,yes,regular
4686294439,barrier,bollard,regular
4686294439,bollard,removable,regular
4686294439,source,GPS,regular
4688417158,natural,tree,regular
4700338989,amenity,cafe,regular
4700338989,name,Zouki Cafe,regular
4700338989,en,Zouki Cafe,name
4700338989,opening_hours,Mo-Fr 06:30-17:30,regular
4717931078,city,Yarraville,addr
4717931078,housenumber,5,addr
4717931078,postcode,3013,addr
4717931078,street,Somerville Road,addr
4728998189,name,7-eleven,regular
4728998189,en,7-eleven,name
4728998189,shop,convenience,regular
4739150584,natural,tree,regular
4739157135,natural,tree,regular
4739157186,natural,tree,regular
4742273062,natural,tree,regular
4742273062,species,Celtis australis,regular
4777836246,city,Seddon,addr
4777836246,housenumber,4,addr
4777836246,postcode,3011,addr
4777836246,street,Bellairs Avenue,addr
4788735126,amenity,pharmacy,regular
4788735126,name,Priceline,regular
4788735126,en,Priceline,name
4789296577,emergency,fire_hydrant,regular
4797473401,crossing,island,regular
4797473401,highway,crossing,regular
4797473401,kerb,lowered,regular
4797473401,tactile_paving,no,regular
4805272740,amenity,waste_basket,regular
4814933185,highway,bus_stop,regular
4814933185,name,Highgate St/Benbow St,regular
4814933185,network,PTV,regular
4829677205,housenumber,33,addr
4829677205,street,Spencer Street,addr
4829677205,building,yes,regular
4867867589,amenity,bench,regular
4870950622,amenity,restaurant,regular
4870950622,name,Geppetto Trattoria,regular
4870950622,en,Geppetto Trattoria,name
4884440883,power,pole,regular
4884445033,location,outdoor,regular
4884445033,power,switch,regular
4884445033,switch,circuit_breaker,regular
4884445033,voltage,220000,regular
4886942396,city,Melbourne,addr
4886942396,housenumber,500,addr
4886942396,street,Bourke Street,addr
4886942396,amenity,cafe,regular
4886942396,name,Prime House,regular
4889720411,amenity,cafe,regular
4889720411,name,Wild Dogs Cafe,regular
4889720411,wifi,no,regular
4905647506,city,Yarraville,addr
4905647506,housenumber,67,addr
4905647506,postcode,3013,addr
4905647506,street,Anderson Street,addr
4905647506,amenity,doctors,regular
4905647506,name,Physiotherapy & Clinical Pilates,regular
4905647506,website,pcpyarraville.com.au,regular
4926209947,direction,forward,regular
4926209947,highway,give_way,regular
